1;0;284;23142;22896;9353
2;0;261;21150;20922;8749
3;0;264;22302;22035;9285
4;0;263;21364;21140;7925
5;0;246;19825;19613;7919
6;0;250;20541;20319;8524
7;0;242;20021;19817;8512
8;0;258;21053;20849;8324
9;0;276;23110;22827;9345
10;0;276;22921;22657;9943
11;0;256;20753;20535;8001
12;0;261;20359;20142;8242
13;0;275;22767;22520;9370
14;0;233;18770;18610;7729
15;0;278;22483;22229;8562
16;0;252;21303;21101;8904
17;0;271;22338;22076;9050
18;0;271;22413;22149;9028
19;0;229;18668;18496;8101
20;0;271;22229;21992;8815
21;0;262;21063;20818;8872
22;0;274;22333;22097;9645
