0000012761;2023/08/22 15:20:19;ATH;Alitalia;Boeing 767
0000186813;2023/08/22 12:23:52;ATH;Alitalia;Boeing 767
0000075731;2023/08/22 12:12:59;ATH;Alitalia;Boeing 767
0000002045;2023/08/22 12:04:52;ATH;Alitalia;Boeing 767
0000073706;2023/08/22 10:48:13;ATH;Alitalia;Boeing 767
0000005281;2023/08/22 07:16:13;ATH;Alitalia;Boeing 767
0000121001;2023/08/22 04:57:39;ATH;Alitalia;Boeing 767
0000166540;2023/08/22 04:40:57;ATH;Alitalia;Boeing 767
0000176995;2023/08/22 04:13:50;ATH;Alitalia;Boeing 767
0000163440;2023/08/22 03:52:17;ATH;Alitalia;Boeing 767
0000193573;2023/08/22 02:11:22;ATH;Alitalia;Boeing 767
0000141880;2023/08/22 02:10:53;ATH;Alitalia;Boeing 767
0000146602;2023/08/22 00:52:02;ATH;Alitalia;Boeing 767
0000192010;2023/08/21 16:34:18;ATH;Alitalia;Boeing 767
0000060203;2023/08/21 15:51:27;ATH;Alitalia;Boeing 767
0000165219;2023/08/21 15:29:20;ATH;Alitalia;Boeing 767
0000114791;2023/08/21 14:07:59;ATH;Alitalia;Boeing 767
0000150863;2023/08/21 13:42:06;ATH;Alitalia;Boeing 767
0000109786;2023/08/21 11:44:44;ATH;Alitalia;Boeing 767
0000151620;2023/08/21 10:12:40;ATH;Alitalia;Boeing 767
0000082747;2023/08/21 09:51:03;ATH;Alitalia;Boeing 767
0000018681;2023/08/21 07:03:39;ATH;Alitalia;Boeing 767
0000082531;2023/08/21 02:50:04;ATH;Alitalia;Boeing 767
0000130792;2023/08/21 01:00:00;ATH;Alitalia;Boeing 767
0000022039;2023/08/20 16:41:21;ATH;Alitalia;Boeing 767
0000015393;2023/08/20 15:27:30;ATH;Alitalia;Boeing 767
0000087944;2023/08/20 14:45:35;ATH;Alitalia;Boeing 767
0000183404;2023/08/20 10:44:34;ATH;Alitalia;Boeing 767
0000084382;2023/08/20 10:21:40;ATH;Alitalia;Boeing 767
0000074223;2023/08/20 08:52:44;ATH;Alitalia;Boeing 767
0000116834;2023/08/20 08:28:04;ATH;Alitalia;Boeing 767
0000043546;2023/08/20 07:19:26;ATH;Alitalia;Boeing 767
0000000882;2023/08/20 07:00:37;ATH;Alitalia;Boeing 767
0000137889;2023/08/20 06:36:41;ATH;Alitalia;Boeing 767
0000173931;2023/08/20 06:18:09;ATH;Alitalia;Boeing 767
0000064028;2023/08/20 02:50:27;ATH;Alitalia;Boeing 767
0000028268;2023/08/20 01:19:32;ATH;Alitalia;Boeing 767
0000041774;2023/08/19 17:24:30;ATH;Alitalia;Boeing 767
0000158732;2023/08/19 15:33:45;ATH;Alitalia;Boeing 767
0000009195;2023/08/19 14:11:31;ATH;Alitalia;Boeing 767
0000107816;2023/08/19 07:36:23;ATH;Alitalia;Boeing 767
0000072420;2023/08/19 06:33:07;ATH;Alitalia;Boeing 767
0000163329;2023/08/19 05:19:48;ATH;Alitalia;Boeing 767
0000060117;2023/08/19 04:54:41;ATH;Alitalia;Boeing 767
0000043588;2023/08/19 04:08:31;ATH;Alitalia;Boeing 767
0000050129;2023/08/19 00:58:46;ATH;Alitalia;Boeing 767
0000118173;2023/08/18 14:45:52;ATH;Alitalia;Boeing 767
0000147092;2023/08/18 14:35:55;ATH;Alitalia;Boeing 767
0000097060;2023/08/18 13:56:50;ATH;Alitalia;Boeing 767
0000058588;2023/08/18 09:42:37;ATH;Alitalia;Boeing 767
0000156199;2023/08/18 05:33:17;ATH;Alitalia;Boeing 767
0000065380;2023/08/18 04:50:41;ATH;Alitalia;Boeing 767
0000174001;2023/08/18 04:06:55;ATH;Alitalia;Boeing 767
0000000231;2023/08/17 11:42:22;ATH;Alitalia;Boeing 767
0000136399;2023/08/17 11:17:49;ATH;Alitalia;Boeing 767
0000074887;2023/08/17 11:09:14;ATH;Alitalia;Boeing 767
0000118299;2023/08/17 08:58:46;ATH;Alitalia;Boeing 767
0000101352;2023/08/17 07:50:49;ATH;Alitalia;Boeing 767
0000010559;2023/08/17 07:50:20;ATH;Alitalia;Boeing 767
0000064833;2023/08/17 05:18:42;ATH;Alitalia;Boeing 767
0000063504;2023/08/17 03:24:12;ATH;Alitalia;Boeing 767
0000008403;2023/08/17 01:30:17;ATH;Alitalia;Boeing 767
0000194369;2023/08/17 00:10:56;ATH;Alitalia;Boeing 767
0000078406;2023/08/16 17:01:53;ATH;Alitalia;Boeing 767
0000041375;2023/08/16 16:31:17;ATH;Alitalia;Boeing 767
0000047407;2023/08/16 14:42:40;ATH;Alitalia;Boeing 767
0000140414;2023/08/16 13:56:31;ATH;Alitalia;Boeing 767
0000083926;2023/08/16 12:06:14;ATH;Alitalia;Boeing 767
0000127747;2023/08/16 11:46:52;ATH;Alitalia;Boeing 767
0000125368;2023/08/16 10:47:34;ATH;Alitalia;Boeing 767
0000004191;2023/08/16 09:21:43;ATH;Alitalia;Boeing 767
0000177481;2023/08/16 08:23:21;ATH;Alitalia;Boeing 767
0000122450;2023/08/16 00:53:47;ATH;Alitalia;Boeing 767
0000164809;2023/08/16 00:36:38;ATH;Alitalia;Boeing 767
0000165307;2023/08/15 17:43:37;ATH;Alitalia;Boeing 767
0000011637;2023/08/15 17:13:04;ATH;Alitalia;Boeing 767
0000058909;2023/08/15 16:39:42;ATH;Alitalia;Boeing 767
0000097588;2023/08/15 16:08:02;ATH;Alitalia;Boeing 767
0000159873;2023/08/15 15:37:18;ATH;Alitalia;Boeing 767
0000152128;2023/08/15 14:45:45;ATH;Alitalia;Boeing 767
0000041631;2023/08/15 14:00:39;ATH;Alitalia;Boeing 767
0000155139;2023/08/15 13:36:51;ATH;Alitalia;Boeing 767
0000198658;2023/08/15 12:09:39;ATH;Alitalia;Boeing 767
0000107618;2023/08/15 11:00:05;ATH;Alitalia;Boeing 767
0000136422;2023/08/15 10:43:20;ATH;Alitalia;Boeing 767
0000117003;2023/08/15 10:20:32;ATH;Alitalia;Boeing 767
0000072850;2023/08/15 09:03:43;ATH;Alitalia;Boeing 767
0000039056;2023/08/15 08:16:56;ATH;Alitalia;Boeing 767
0000038279;2023/08/15 07:58:36;ATH;Alitalia;Boeing 767
0000001873;2023/08/15 07:20:35;ATH;Alitalia;Boeing 767
0000067473;2023/08/15 07:00:30;ATH;Alitalia;Boeing 767
0000056550;2023/08/15 05:28:47;ATH;Alitalia;Boeing 767
0000139580;2023/08/15 04:57:41;ATH;Alitalia;Boeing 767
0000135447;2023/08/15 02:16:39;ATH;Alitalia;Boeing 767
0000109807;2023/08/14 17:48:09;ATH;Alitalia;Boeing 767
0000065360;2023/08/14 14:16:54;ATH;Alitalia;Boeing 767
0000064553;2023/08/14 14:16:53;ATH;Alitalia;Boeing 767
0000065267;2023/08/14 12:14:21;ATH;Alitalia;Boeing 767
0000128835;2023/08/14 11:07:22;ATH;Alitalia;Boeing 767
0000174037;2023/08/14 09:25:26;ATH;Alitalia;Boeing 767
0000020889;2023/08/14 07:08:22;ATH;Alitalia;Boeing 767
0000002219;2023/08/14 06:09:46;ATH;Alitalia;Boeing 767
0000003417;2023/08/14 05:03:20;ATH;Alitalia;Boeing 767
0000116631;2023/08/14 04:53:07;ATH;Alitalia;Boeing 767
0000155579;2023/08/14 03:47:39;ATH;Alitalia;Boeing 767
0000197328;2023/08/14 00:36:25;ATH;Alitalia;Boeing 767
0000001491;2023/08/13 15:06:38;ATH;Alitalia;Boeing 767
0000016668;2023/08/13 14:23:50;ATH;Alitalia;Boeing 767
0000170481;2023/08/13 13:00:08;ATH;Alitalia;Boeing 767
0000087457;2023/08/13 12:10:41;ATH;Alitalia;Boeing 767
0000135714;2023/08/13 12:05:37;ATH;Alitalia;Boeing 767
