0000087201;2021/08/06 17:05:03;FCO;Air France;Airbus A321
0000132954;2021/08/06 16:04:43;FCO;Air France;Airbus A321
0000125923;2021/08/06 15:59:22;FCO;Air France;Airbus A321
0000027628;2021/08/06 13:55:57;FCO;Air France;Airbus A321
0000123873;2021/08/06 11:18:06;FCO;Air France;Airbus A321
0000162298;2021/08/06 09:02:07;FCO;Air France;Airbus A321
0000045658;2021/08/06 08:12:15;FCO;Air France;Airbus A321
0000069858;2021/08/06 08:00:20;FCO;Air France;Airbus A321
0000013720;2021/08/06 07:06:16;FCO;Air France;Airbus A321
0000173040;2021/08/06 05:19:16;FCO;Air France;Airbus A321
0000145370;2021/08/06 03:18:28;FCO;Air France;Airbus A321
0000059731;2021/08/06 02:19:27;FCO;Air France;Airbus A321
0000039715;2021/08/06 02:12:03;FCO;Air France;Airbus A321
0000007552;2021/08/05 17:48:13;FCO;Air France;Airbus A321
0000096044;2021/08/05 16:21:15;FCO;Air France;Airbus A321
0000199878;2021/08/05 14:38:38;FCO;Air France;Airbus A321
0000007119;2021/08/05 08:44:57;FCO;Air France;Airbus A321
0000179562;2021/08/05 07:48:09;FCO;Air France;Airbus A321
0000166988;2021/08/05 04:50:26;FCO;Air France;Airbus A321
0000191215;2021/08/05 04:36:36;FCO;Air France;Airbus A321
0000011163;2021/08/05 04:31:21;FCO;Air France;Airbus A321
0000185446;2021/08/05 03:59:31;FCO;Air France;Airbus A321
0000189607;2021/08/05 03:49:07;FCO;Air France;Airbus A321
0000036943;2021/08/05 03:28:13;FCO;Air France;Airbus A321
0000176464;2021/08/05 02:01:09;FCO;Air France;Airbus A321
0000161827;2021/08/05 01:30:15;FCO;Air France;Airbus A321
0000115264;2021/08/04 17:55:06;FCO;Air France;Airbus A321
0000031555;2021/08/04 15:26:06;FCO;Air France;Airbus A321
0000038789;2021/08/04 14:54:47;FCO;Air France;Airbus A321
0000112758;2021/08/04 13:34:02;FCO;Air France;Airbus A321
0000093773;2021/08/04 11:31:00;FCO;Air France;Airbus A321
0000033279;2021/08/04 10:02:11;FCO;Air France;Airbus A321
0000108043;2021/08/04 08:33:22;FCO;Air France;Airbus A321
0000133659;2021/08/04 06:57:45;FCO;Air France;Airbus A321
0000168868;2021/08/04 03:09:50;FCO;Air France;Airbus A321
0000191847;2021/08/03 17:55:49;FCO;Air France;Airbus A321
0000050042;2021/08/03 17:29:48;FCO;Air France;Airbus A321
0000103957;2021/08/03 17:22:18;FCO;Air France;Airbus A321
0000167970;2021/08/03 08:36:45;FCO;Air France;Airbus A321
0000032400;2021/08/03 04:29:24;FCO;Air France;Airbus A321
0000123864;2021/08/03 04:17:30;FCO;Air France;Airbus A321
0000131539;2021/08/02 17:49:47;FCO;Air France;Airbus A321
0000015812;2021/08/02 17:02:18;FCO;Air France;Airbus A321
0000139543;2021/08/02 15:19:31;FCO;Air France;Airbus A321
0000015107;2021/08/02 14:03:00;FCO;Air France;Airbus A321
0000080030;2021/08/02 10:56:32;FCO;Air France;Airbus A321
0000142323;2021/08/02 10:50:27;FCO;Air France;Airbus A321
0000167327;2021/08/02 10:46:56;FCO;Air France;Airbus A321
0000081856;2021/08/02 08:41:05;FCO;Air France;Airbus A321
0000163969;2021/08/02 08:30:46;FCO;Air France;Airbus A321
0000190233;2021/08/02 08:30:28;FCO;Air France;Airbus A321
0000144598;2021/08/02 05:52:27;FCO;Air France;Airbus A321
0000045415;2021/08/02 03:33:32;FCO;Air France;Airbus A321
0000036316;2021/08/02 00:32:11;FCO;Air France;Airbus A321
0000029887;2021/08/01 17:19:46;FCO;Air France;Airbus A321
0000052656;2021/08/01 16:31:57;FCO;Air France;Airbus A321
0000075673;2021/08/01 14:57:17;FCO;Air France;Airbus A321
0000155720;2021/08/01 14:49:37;FCO;Air France;Airbus A321
0000050139;2021/08/01 14:11:07;FCO;Air France;Airbus A321
0000044685;2021/08/01 13:32:18;FCO;Air France;Airbus A321
0000159806;2021/08/01 12:47:37;FCO;Air France;Airbus A321
0000033050;2021/08/01 11:59:05;FCO;Air France;Airbus A321
0000190144;2021/08/01 11:21:31;FCO;Air France;Airbus A321
0000090886;2021/08/01 07:58:08;FCO;Air France;Airbus A321
0000108862;2021/08/01 07:49:04;FCO;Air France;Airbus A321
0000191319;2021/08/01 06:56:50;FCO;Air France;Airbus A321
0000112546;2021/08/01 06:31:01;FCO;Air France;Airbus A321
0000050938;2021/08/01 06:16:10;FCO;Air France;Airbus A321
0000078382;2021/08/01 06:10:25;FCO;Air France;Airbus A321
0000118876;2021/08/01 04:51:58;FCO;Air France;Airbus A321
0000004596;2021/08/01 03:26:30;FCO;Air France;Airbus A321
0000126430;2021/08/01 03:13:29;FCO;Air France;Airbus A321
