Book0000281235;2023/09/01;2023/09/04;JVaz1097;1;550.800
Book0000281237;2023/09/01;2023/09/02;NicoleRocha;4;183.600
Book0000281246;2023/09/01;2023/09/02;NaCarneiro1808;3;183.600
Book0000281249;2023/09/01;2023/09/03;Petra-Carneiro;3;367.200
Book0000281255;2023/09/01;2023/09/04;PetrPinto567;2;550.800
Book0000281259;2023/09/01;2023/09/03;JésAntunes304;4;367.200
Book0000281260;2023/09/01;2023/09/05;SérgiAlmeida1652;3;734.400
Book0000281268;2023/09/01;2023/09/05;NáCosta914;2;734.400
Book0000410182;2023/09/01;2023/09/02;SoraiaLima;3;183.600
Book0000410193;2023/09/01;2023/09/05;AntóniMiranda1917;1;734.400
Book0000937858;2023/09/01;2023/09/03;SoVaz167;1;367.200
Book0000937864;2023/09/01;2023/09/04;ConsNeves885;3;550.800
Book0000937865;2023/09/01;2023/09/02;GusMaia1402;1;183.600
Book0000937868;2023/09/01;2023/09/05;NeMagalhães1472;3;734.400
Book0000937869;2023/09/01;2023/09/02;FaAzevedo-Moura;1;183.600
Book0000937871;2023/09/01;2023/09/05;BrSilva1110;4;734.400
Book0000937876;2023/09/01;2023/09/02;LuAlmeida763;2;183.600
Book0000937883;2023/09/01;2023/09/03;AmélLeite1871;2;367.200
Book0001161173;2023/09/01;2023/09/03;KéLoureiro753;1;367.200
Book0001161175;2023/09/01;2023/09/02;JoaqMonteiro;1;183.600
Book0001161184;2023/09/01;2023/09/05;ToBranco1346;4;734.400
Book0001161185;2023/09/01;2023/09/03;ÂnGonçalves250;2;367.200
Book0001161186;2023/09/01;2023/09/04;IsmaAnjos2011;1;550.800
Book0001161188;2023/09/01;2023/09/03;ArtBranco-Vicente432;2;367.200
Book0001161190;2023/09/01;2023/09/04;PetNeves1781;3;550.800
Book0001161192;2023/09/01;2023/09/04;BBrito194;3;550.800
Book0001161203;2023/09/01;2023/09/05;LunSoares194;4;734.400
Book0002772454;2023/09/01;2023/09/05;GoCoelho1780;2;734.400
Book0002772459;2023/09/01;2023/09/05;YaMoreira1428;1;734.400
Book0002772469;2023/09/01;2023/09/04;IsaOliveira1819;1;550.800
Book0002772474;2023/09/01;2023/09/02;AfJesus-Carneiro18;1;183.600
Book0002772477;2023/09/01;2023/09/02;BrunSilva1641;2;183.600
Book0002772478;2023/09/01;2023/09/03;LiSoares77;3;367.200
Book0002772479;2023/09/01;2023/09/02;JuVieira1180;3;183.600
Book0001595312;2023/08/22;2023/08/23;LisNogueira428;3;183.600
Book0001595319;2023/08/22;2023/08/23;LAzevedo724;4;183.600
Book0001595324;2023/08/22;2023/08/25;MárcNogueira843;3;550.800
Book0001595329;2023/08/22;2023/08/26;Soraia-ValeMorais;1;734.400
Book0001595332;2023/08/22;2023/08/26;NoLourenço1093;1;734.400
Book0001595333;2023/08/22;2023/08/26;BenediAlmeida309;1;734.400
Book0001595334;2023/08/22;2023/08/23;MatiFaria572;4;183.600
Book0002785922;2023/08/22;2023/08/25;MGuerreiro938;1;550.800
Book0002785924;2023/08/22;2023/08/23;AndreGarcia1504;4;183.600
Book0002785927;2023/08/22;2023/08/26;EdgFonseca1067;4;734.400
Book0002785930;2023/08/22;2023/08/25;MAlmeida239;1;550.800
Book0002785934;2023/08/22;2023/08/24;AFonseca523;2;367.200
Book0002785935;2023/08/22;2023/08/26;BenedMagalhães1401;3;734.400
Book0002785937;2023/08/22;2023/08/26;AdrianFerreira904;2;734.400
