Book0000298148;2023/09/01;2023/09/04;IsaPinho;1;873.600
Book0000298149;2023/09/01;2023/09/03;ClTeixeira120;4;582.400
Book0000298150;2023/09/01;2023/09/04;RúbeLoureiro386;1;873.600
Book0000298154;2023/09/01;2023/09/02;ArtuGaspar102;3;291.200
Book0000298159;2023/09/01;2023/09/02;EBarros1582;4;291.200
Book0000298161;2023/09/01;2023/09/02;LRodrigues1512;2;291.200
Book0000298162;2023/09/01;2023/09/02;YasFaria340;4;291.200
Book0000298166;2023/09/01;2023/09/04;XAnjos760;1;873.600
Book0000298176;2023/09/01;2023/09/02;CristTavares1553;1;291.200
Book0000298177;2023/09/01;2023/09/05;GonçVaz1361;2;1164.800
Book0000390581;2023/09/01;2023/09/02;MélaniSantos150;4;291.200
Book0000390582;2023/09/01;2023/09/03;RaquLeal281;3;582.400
Book0000390584;2023/09/01;2023/09/02;EvSantos1871;4;291.200
Book0000390590;2023/09/01;2023/09/04;JoaquiMagalhães222;2;873.600
Book0000390597;2023/09/01;2023/09/05;DEsteves804;4;1164.800
Book0000390604;2023/09/01;2023/09/04;DianCarvalho;2;873.600
Book0000390607;2023/09/01;2023/09/02;HenrDomingues1952;4;291.200
Book0000390608;2023/09/01;2023/09/03;ViceTavares;4;582.400
Book0000390611;2023/09/01;2023/09/04;IvaGuerreiro528;3;873.600
Book0000390613;2023/09/01;2023/09/05;NaiPires341;3;1164.800
Book0000390619;2023/09/01;2023/09/03;LNunes1085;4;582.400
Book0000441602;2023/09/01;2023/09/04;PaBarros1735;3;873.600
Book0000441624;2023/09/01;2023/09/05;KeviBorges1211;2;1164.800
Book0000441629;2023/09/01;2023/09/03;LLourenço1733;4;582.400
Book0000441630;2023/09/01;2023/09/02;GMartins235;2;291.200
Book0000441632;2023/09/01;2023/09/04;MatiaMacedo1232;3;873.600
Book0000441640;2023/09/01;2023/09/03;Laura-EmCoelho;3;582.400
Book0001187872;2023/09/01;2023/09/05;TiagAnjos1166;1;1164.800
Book0001187873;2023/09/01;2023/09/05;YGarcia368;1;1164.800
Book0001187884;2023/09/01;2023/09/03;ConsMonteiro-Tavares;2;582.400
Book0001187888;2023/09/01;2023/09/02;IsSantos997;3;291.200
Book0001187896;2023/09/01;2023/09/04;LetíPereira873;4;873.600
Book0001388334;2023/09/01;2023/09/02;LauNascimento;2;291.200
Book0001388344;2023/09/01;2023/09/03;MarMoura98;4;582.400
Book0001388345;2023/09/01;2023/09/03;IFreitas1097;4;582.400
Book0001388354;2023/09/01;2023/09/02;KellPaiva923;3;291.200
Book0001388364;2023/09/01;2023/09/05;ValentiAraújo632;3;1164.800
Book0001388370;2023/09/01;2023/09/03;MiMelo483;2;582.400
Book0001388372;2023/09/01;2023/09/02;CaetanAlmeida-Rodrigues991;4;291.200
Book0001388376;2023/09/01;2023/09/04;VictóriaMoura777;4;873.600
Book0001388377;2023/09/01;2023/09/05;LAlmeida1632;2;1164.800
Book0001388380;2023/09/01;2023/09/02;WiMorais1774;3;291.200
Book0001778141;2023/09/01;2023/09/04;DFreitas188;1;873.600
Book0001778145;2023/09/01;2023/09/03;WilliGonçalves1618;2;582.400
Book0001778149;2023/09/01;2023/09/04;TatiaPires1789;1;873.600
Book0001778151;2023/09/01;2023/09/02;EnHenriques948;2;291.200
Book0001778152;2023/09/01;2023/09/05;MigueRibeiro561;2;1164.800
Book0001778153;2023/09/01;2023/09/04;MateuMoreira1669;1;873.600
Book0001778154;2023/09/01;2023/09/04;WMacedo1860;4;873.600
